SI,e1,e2,load,fc,count,len,amp,image
833,0.16,0.08,12,30,8,42.78,3.39866,Snaking_E1_3_E2_1_Fric_6_load_3.jpg
834,0.16,0.08,14,30,7,44.29,2.55038,Snaking_E1_3_E2_1_Fric_6_load_4.jpg
835,0.16,0.08,6,35,5,9.37,0.39692,Snaking_E1_3_E2_1_Fric_7_load_0.jpg
836,0.16,0.08,8,35,7,27.09,2.62094,Snaking_E1_3_E2_1_Fric_7_load_1.jpg
837,0.16,0.08,10,35,7,34.77,2.09306,Snaking_E1_3_E2_1_Fric_7_load_2.jpg
838,0.16,0.08,12,35,7,42.72,2.94169,Snaking_E1_3_E2_1_Fric_7_load_3.jpg
839,0.16,0.08,14,35,10,46.28,5.63265,Snaking_E1_3_E2_1_Fric_7_load_4.jpg
840,0.16,0.08,6,40,4,6.87,0.392032,Snaking_E1_3_E2_1_Fric_8_load_0.jpg
841,0.16,0.08,8,40,10,26.92,1.39035,Snaking_E1_3_E2_1_Fric_8_load_1.jpg
842,0.16,0.08,10,40,7,36.88,2.19375,Snaking_E1_3_E2_1_Fric_8_load_2.jpg
843,0.16,0.08,12,40,6,38.02,2.80138,Snaking_E1_3_E2_1_Fric_8_load_3.jpg
844,0.16,0.08,14,40,9,40.62,5.60958,Snaking_E1_3_E2_1_Fric_8_load_4.jpg
845,0.16,0.08,6,45,5,9.91,0.593136,Snaking_E1_3_E2_1_Fric_9_load_0.jpg
846,0.16,0.08,8,45,9,25.37,1.3298,Snaking_E1_3_E2_1_Fric_9_load_1.jpg
847,0.16,0.08,10,45,10,35.27,2.7485,Snaking_E1_3_E2_1_Fric_9_load_2.jpg
848,0.16,0.08,12,45,6,42.61,3.49342,Snaking_E1_3_E2_1_Fric_9_load_3.jpg
849,0.16,0.08,14,45,9,40.48,3.89326,Snaking_E1_3_E2_1_Fric_9_load_4.jpg
850,0.16,0.09,6,0.01,5,8.44,0.366314,Snaking_E1_3_E2_2_Fric_0_load_0.jpg
851,0.16,0.09,8,0.01,8,22.4,1.67064,Snaking_E1_3_E2_2_Fric_0_load_1.jpg
852,0.16,0.09,10,0.01,5,19.45,2.0743,Snaking_E1_3_E2_2_Fric_0_load_2.jpg
853,0.16,0.09,12,0.01,10,37.09,4.3881,Snaking_E1_3_E2_2_Fric_0_load_3.jpg
854,0.16,0.09,14,0.01,6,46.76,3.27665,Snaking_E1_3_E2_2_Fric_0_load_4.jpg
855,0.16,0.09,6,5,5,8.84,0.391018,Snaking_E1_3_E2_2_Fric_1_load_0.jpg
856,0.16,0.09,8,5,9,27.35,1.19548,Snaking_E1_3_E2_2_Fric_1_load_1.jpg
857,0.16,0.09,10,5,6,21.51,2.81204,Snaking_E1_3_E2_2_Fric_1_load_2.jpg
858,0.16,0.09,12,5,7,43.87,2.95093,Snaking_E1_3_E2_2_Fric_1_load_3.jpg
859,0.16,0.09,14,5,10,45.43,3.51219,Snaking_E1_3_E2_2_Fric_1_load_4.jpg
860,0.16,0.09,6,10,5,9.34,0.372621,Snaking_E1_3_E2_2_Fric_2_load_0.jpg
861,0.16,0.09,8,10,8,27.97,2.15891,Snaking_E1_3_E2_2_Fric_2_load_1.jpg
862,0.16,0.09,10,10,9,32.12,2.06063,Snaking_E1_3_E2_2_Fric_2_load_2.jpg
863,0.16,0.09,12,10,12,42.05,2.54103,Snaking_E1_3_E2_2_Fric_2_load_3.jpg
864,0.16,0.09,14,10,7,40.19,3.31506,Snaking_E1_3_E2_2_Fric_2_load_4.jpg
865,0.16,0.09,6,15,5,9.37,0.434472,Snaking_E1_3_E2_2_Fric_3_load_0.jpg
866,0.16,0.09,8,15,9,24.94,1.58268,Snaking_E1_3_E2_2_Fric_3_load_1.jpg
867,0.16,0.09,10,15,10,33.73,2.19342,Snaking_E1_3_E2_2_Fric_3_load_2.jpg
868,0.16,0.09,12,15,7,38.56,3.6041,Snaking_E1_3_E2_2_Fric_3_load_3.jpg
869,0.16,0.09,14,15,5,28.17,5.24497,Snaking_E1_3_E2_2_Fric_3_load_4.jpg
870,0.16,0.09,6,20,5,8.85,0.359662,Snaking_E1_3_E2_2_Fric_4_load_0.jpg
871,0.16,0.09,8,20,6,24.08,2.13539,Snaking_E1_3_E2_2_Fric_4_load_1.jpg
872,0.16,0.09,10,20,9,33.76,2.68467,Snaking_E1_3_E2_2_Fric_4_load_2.jpg
873,0.16,0.09,12,20,7,42.5,4.8005,Snaking_E1_3_E2_2_Fric_4_load_3.jpg
874,0.16,0.09,14,20,9,43.4,2.88375,Snaking_E1_3_E2_2_Fric_4_load_4.jpg
875,0.16,0.09,6,25,5,9.85,0.441457,Snaking_E1_3_E2_2_Fric_5_load_0.jpg
876,0.16,0.09,8,25,6,24.04,2.13058,Snaking_E1_3_E2_2_Fric_5_load_1.jpg
877,0.16,0.09,10,25,7,35.27,2.26866,Snaking_E1_3_E2_2_Fric_5_load_2.jpg
878,0.16,0.09,12,25,9,43.63,2.65357,Snaking_E1_3_E2_2_Fric_5_load_3.jpg
879,0.16,0.09,14,25,9,41.57,3.70145,Snaking_E1_3_E2_2_Fric_5_load_4.jpg
880,0.16,0.09,6,30,5,9.86,0.43432,Snaking_E1_3_E2_2_Fric_6_load_0.jpg
881,0.16,0.09,8,30,8,29.03,1.99617,Snaking_E1_3_E2_2_Fric_6_load_1.jpg
882,0.16,0.09,10,30,7,37.94,2.55883,Snaking_E1_3_E2_2_Fric_6_load_2.jpg
883,0.16,0.09,12,30,7,42.99,3.08701,Snaking_E1_3_E2_2_Fric_6_load_3.jpg
884,0.16,0.09,14,30,6,44.66,3.00875,Snaking_E1_3_E2_2_Fric_6_load_4.jpg
885,0.16,0.09,6,35,5,9.36,0.40517,Snaking_E1_3_E2_2_Fric_7_load_0.jpg
886,0.16,0.09,8,35,8,22.52,1.70518,Snaking_E1_3_E2_2_Fric_7_load_1.jpg
887,0.16,0.09,10,35,10,36.74,2.65429,Snaking_E1_3_E2_2_Fric_7_load_2.jpg
888,0.16,0.09,12,35,8,42.01,2.8462,Snaking_E1_3_E2_2_Fric_7_load_3.jpg
889,0.16,0.09,14,35,6,45.75,2.78583,Snaking_E1_3_E2_2_Fric_7_load_4.jpg
890,0.16,0.09,6,40,5,9.34,0.374728,Snaking_E1_3_E2_2_Fric_8_load_0.jpg
891,0.16,0.09,8,40,8,27.43,2.10784,Snaking_E1_3_E2_2_Fric_8_load_1.jpg
892,0.16,0.09,10,40,10,37.19,3.38006,Snaking_E1_3_E2_2_Fric_8_load_2.jpg
893,0.16,0.09,12,40,6,38.56,2.78734,Snaking_E1_3_E2_2_Fric_8_load_3.jpg
894,0.16,0.09,14,40,10,38.58,3.72565,Snaking_E1_3_E2_2_Fric_8_load_4.jpg
895,0.16,0.09,6,45,5,8.85,0.36432,Snaking_E1_3_E2_2_Fric_9_load_0.jpg
896,0.16,0.09,8,45,10,27.49,1.50314,Snaking_E1_3_E2_2_Fric_9_load_1.jpg
897,0.16,0.09,10,45,11,37.29,3.35688,Snaking_E1_3_E2_2_Fric_9_load_2.jpg
898,0.16,0.09,12,45,9,39.95,2.73513,Snaking_E1_3_E2_2_Fric_9_load_3.jpg
899,0.16,0.09,14,45,11,44.86,2.94451,Snaking_E1_3_E2_2_Fric_9_load_4.jpg
900,0.16,0.1,6,0.01,4,6.9,0.397344,Snaking_E1_3_E2_3_Fric_0_load_0.jpg
901,0.16,0.1,8,0.01,10,27.37,0.939763,Snaking_E1_3_E2_3_Fric_0_load_1.jpg
902,0.16,0.1,10,0.01,8,30.16,2.68559,Snaking_E1_3_E2_3_Fric_0_load_2.jpg
903,0.16,0.1,12,0.01,9,40.51,2.71571,Snaking_E1_3_E2_3_Fric_0_load_3.jpg
904,0.16,0.1,14,0.01,8,39.99,5.54341,Snaking_E1_3_E2_3_Fric_0_load_4.jpg
905,0.16,0.1,6,5,4,6.87,0.408887,Snaking_E1_3_E2_3_Fric_1_load_0.jpg
906,0.16,0.1,8,5,9,24.95,1.4113,Snaking_E1_3_E2_3_Fric_1_load_1.jpg
907,0.16,0.1,10,5,6,31.83,2.26981,Snaking_E1_3_E2_3_Fric_1_load_2.jpg
908,0.16,0.1,12,5,7,40.96,2.63885,Snaking_E1_3_E2_3_Fric_1_load_3.jpg
909,0.16,0.1,14,5,10,43.7,4.5421,Snaking_E1_3_E2_3_Fric_1_load_4.jpg
910,0.16,0.1,6,10,3,4.44,0.304112,Snaking_E1_3_E2_3_Fric_2_load_0.jpg
911,0.16,0.1,8,10,9,24.42,1.25393,Snaking_E1_3_E2_3_Fric_2_load_1.jpg
912,0.16,0.1,10,10,6,36.81,1.97282,Snaking_E1_3_E2_3_Fric_2_load_2.jpg
913,0.16,0.1,12,10,10,38.48,2.36757,Snaking_E1_3_E2_3_Fric_2_load_3.jpg
914,0.16,0.1,14,10,12,46.56,3.10757,Snaking_E1_3_E2_3_Fric_2_load_4.jpg
915,0.16,0.1,6,15,3,4.44,0.290402,Snaking_E1_3_E2_3_Fric_3_load_0.jpg
916,0.16,0.1,8,15,8,25.97,1.83511,Snaking_E1_3_E2_3_Fric_3_load_1.jpg
917,0.16,0.1,10,15,8,35.29,2.39647,Snaking_E1_3_E2_3_Fric_3_load_2.jpg
918,0.16,0.1,12,15,11,37.86,2.57679,Snaking_E1_3_E2_3_Fric_3_load_3.jpg
919,0.16,0.1,14,15,7,45.26,3.77099,Snaking_E1_3_E2_3_Fric_3_load_4.jpg
920,0.16,0.1,6,20,3,3.93,0.286324,Snaking_E1_3_E2_3_Fric_4_load_0.jpg
921,0.16,0.1,8,20,8,26.37,1.48568,Snaking_E1_3_E2_3_Fric_4_load_1.jpg
922,0.16,0.1,10,20,9,30.09,1.90912,Snaking_E1_3_E2_3_Fric_4_load_2.jpg
923,0.16,0.1,12,20,6,38.03,2.95412,Snaking_E1_3_E2_3_Fric_4_load_3.jpg
924,0.16,0.1,14,20,9,45.73,5.69363,Snaking_E1_3_E2_3_Fric_4_load_4.jpg
925,0.16,0.1,6,25,3,3.96,0.313295,Snaking_E1_3_E2_3_Fric_5_load_0.jpg
926,0.16,0.1,8,25,8,28,1.98228,Snaking_E1_3_E2_3_Fric_5_load_1.jpg
927,0.16,0.1,10,25,10,33.2,1.79928,Snaking_E1_3_E2_3_Fric_5_load_2.jpg
928,0.16,0.1,12,25,8,38.55,2.37974,Snaking_E1_3_E2_3_Fric_5_load_3.jpg
929,0.16,0.1,14,25,7,43.99,3.59256,Snaking_E1_3_E2_3_Fric_5_load_4.jpg
930,0.16,0.1,6,30,5,9.36,0.369501,Snaking_E1_3_E2_3_Fric_6_load_0.jpg
931,0.16,0.1,8,30,7,19.95,1.45163,Snaking_E1_3_E2_3_Fric_6_load_1.jpg
932,0.16,0.1,10,30,10,36.73,2.10729,Snaking_E1_3_E2_3_Fric_6_load_2.jpg
933,0.16,0.1,12,30,5,37.51,2.42938,Snaking_E1_3_E2_3_Fric_6_load_3.jpg
934,0.16,0.1,14,30,6,46.82,2.89737,Snaking_E1_3_E2_3_Fric_6_load_4.jpg
935,0.16,0.1,6,35,4,7.39,0.406231,Snaking_E1_3_E2_3_Fric_7_load_0.jpg
936,0.16,0.1,8,35,9,26.96,1.16346,Snaking_E1_3_E2_3_Fric_7_load_1.jpg
937,0.16,0.1,10,35,5,20.55,2.80335,Snaking_E1_3_E2_3_Fric_7_load_2.jpg
938,0.16,0.1,12,35,5,23.65,2.84453,Snaking_E1_3_E2_3_Fric_7_load_3.jpg
939,0.16,0.1,14,35,6,43.6,3.03834,Snaking_E1_3_E2_3_Fric_7_load_4.jpg
940,0.16,0.1,6,40,4,6.92,0.387949,Snaking_E1_3_E2_3_Fric_8_load_0.jpg
941,0.16,0.1,8,40,8,27.9,1.99345,Snaking_E1_3_E2_3_Fric_8_load_1.jpg
942,0.16,0.1,10,40,10,34.22,2.27219,Snaking_E1_3_E2_3_Fric_8_load_2.jpg
943,0.16,0.1,12,40,9,42.45,3.73765,Snaking_E1_3_E2_3_Fric_8_load_3.jpg
944,0.16,0.1,14,40,10,43.11,3.91432,Snaking_E1_3_E2_3_Fric_8_load_4.jpg
945,0.16,0.1,6,45,4,7.37,0.37992,Snaking_E1_3_E2_3_Fric_9_load_0.jpg
946,0.16,0.1,8,45,7,23.98,2.10936,Snaking_E1_3_E2_3_Fric_9_load_1.jpg
947,0.16,0.1,10,45,10,36.29,2.38094,Snaking_E1_3_E2_3_Fric_9_load_2.jpg
948,0.16,0.1,12,45,11,43.26,2.8967,Snaking_E1_3_E2_3_Fric_9_load_3.jpg
949,0.16,0.1,14,45,7,39.89,4.32168,Snaking_E1_3_E2_3_Fric_9_load_4.jpg
950,0.16,0.15,6,0.01,0,0,0,Snaking_E1_3_E2_4_Fric_0_load_0.jpg
951,0.16,0.15,8,0.01,7,21.38,1.2206,Snaking_E1_3_E2_4_Fric_0_load_1.jpg
952,0.16,0.15,10,0.01,9,32.02,1.64391,Snaking_E1_3_E2_4_Fric_0_load_2.jpg
953,0.16,0.15,12,0.01,5,37.96,3.2155,Snaking_E1_3_E2_4_Fric_0_load_3.jpg
954,0.16,0.15,14,0.01,6,21.95,2.85398,Snaking_E1_3_E2_4_Fric_0_load_4.jpg
955,0.16,0.15,6,5,0,0,0,Snaking_E1_3_E2_4_Fric_1_load_0.jpg
956,0.16,0.15,8,5,6,16.4,1.33681,Snaking_E1_3_E2_4_Fric_1_load_1.jpg
957,0.16,0.15,10,5,8,35.64,1.96487,Snaking_E1_3_E2_4_Fric_1_load_2.jpg
958,0.16,0.15,12,5,10,39.22,2.14219,Snaking_E1_3_E2_4_Fric_1_load_3.jpg
959,0.16,0.15,14,5,6,42.59,3.2088,Snaking_E1_3_E2_4_Fric_1_load_4.jpg
960,0.16,0.15,6,10,0,0,0,Snaking_E1_3_E2_4_Fric_2_load_0.jpg
961,0.16,0.15,8,10,8,23.78,1.05143,Snaking_E1_3_E2_4_Fric_2_load_1.jpg
962,0.16,0.15,10,10,9,31.2,2.40114,Snaking_E1_3_E2_4_Fric_2_load_2.jpg
963,0.16,0.15,12,10,9,39.78,2.87318,Snaking_E1_3_E2_4_Fric_2_load_3.jpg
964,0.16,0.15,14,10,8,43.89,3.41872,Snaking_E1_3_E2_4_Fric_2_load_4.jpg
965,0.16,0.15,6,15,0,0,0,Snaking_E1_3_E2_4_Fric_3_load_0.jpg
966,0.16,0.15,8,15,8,20.34,0.969102,Snaking_E1_3_E2_4_Fric_3_load_1.jpg
967,0.16,0.15,10,15,8,34.8,2.52461,Snaking_E1_3_E2_4_Fric_3_load_2.jpg
968,0.16,0.15,12,15,10,37.94,2.29581,Snaking_E1_3_E2_4_Fric_3_load_3.jpg
969,0.16,0.15,14,15,4,23.74,6.19484,Snaking_E1_3_E2_4_Fric_3_load_4.jpg
970,0.16,0.15,6,20,0,0,0,Snaking_E1_3_E2_4_Fric_4_load_0.jpg
971,0.16,0.15,8,20,6,16.45,1.43883,Snaking_E1_3_E2_4_Fric_4_load_1.jpg
972,0.16,0.15,10,20,7,35.26,2.25074,Snaking_E1_3_E2_4_Fric_4_load_2.jpg
973,0.16,0.15,12,20,6,37.88,2.97569,Snaking_E1_3_E2_4_Fric_4_load_3.jpg
974,0.16,0.15,14,20,5,42.55,3.11004,Snaking_E1_3_E2_4_Fric_4_load_4.jpg
975,0.16,0.15,6,25,0,0,0,Snaking_E1_3_E2_4_Fric_5_load_0.jpg
976,0.16,0.15,8,25,6,16.44,1.45857,Snaking_E1_3_E2_4_Fric_5_load_1.jpg
977,0.16,0.15,10,25,9,34.13,1.94288,Snaking_E1_3_E2_4_Fric_5_load_2.jpg
978,0.16,0.15,12,25,6,40.8,2.57421,Snaking_E1_3_E2_4_Fric_5_load_3.jpg
979,0.16,0.15,14,25,10,46.37,4.47614,Snaking_E1_3_E2_4_Fric_5_load_4.jpg
980,0.16,0.15,6,30,0,0,0,Snaking_E1_3_E2_4_Fric_6_load_0.jpg
981,0.16,0.15,8,30,6,16.44,1.55212,Snaking_E1_3_E2_4_Fric_6_load_1.jpg
982,0.16,0.15,10,30,6,31.75,2.43802,Snaking_E1_3_E2_4_Fric_6_load_2.jpg
983,0.16,0.15,12,30,8,38.68,2.8269,Snaking_E1_3_E2_4_Fric_6_load_3.jpg
984,0.16,0.15,14,30,4,20.01,3.08174,Snaking_E1_3_E2_4_Fric_6_load_4.jpg
985,0.16,0.15,6,35,0,0,0,Snaking_E1_3_E2_4_Fric_7_load_0.jpg
986,0.16,0.15,8,35,6,16.43,1.42412,Snaking_E1_3_E2_4_Fric_7_load_1.jpg
987,0.16,0.15,10,35,10,33.62,2.19339,Snaking_E1_3_E2_4_Fric_7_load_2.jpg
988,0.16,0.15,12,35,6,25.13,2.86401,Snaking_E1_3_E2_4_Fric_7_load_3.jpg
989,0.16,0.15,14,35,7,42.06,2.72944,Snaking_E1_3_E2_4_Fric_7_load_4.jpg
990,0.16,0.15,6,40,0,0,0,Snaking_E1_3_E2_4_Fric_8_load_0.jpg
991,0.16,0.15,8,40,7,17.35,0.899834,Snaking_E1_3_E2_4_Fric_8_load_1.jpg
992,0.16,0.15,10,40,9,32.67,1.61927,Snaking_E1_3_E2_4_Fric_8_load_2.jpg
993,0.16,0.15,12,40,10,40.85,2.89681,Snaking_E1_3_E2_4_Fric_8_load_3.jpg
994,0.16,0.15,14,40,7,39.3,5.11736,Snaking_E1_3_E2_4_Fric_8_load_4.jpg
995,0.16,0.15,6,45,0,0,0,Snaking_E1_3_E2_4_Fric_9_load_0.jpg
996,0.16,0.15,8,45,6,15.93,1.39826,Snaking_E1_3_E2_4_Fric_9_load_1.jpg
997,0.16,0.15,10,45,10,33.4,1.62766,Snaking_E1_3_E2_4_Fric_9_load_2.jpg
998,0.16,0.15,12,45,10,39.26,2.35329,Snaking_E1_3_E2_4_Fric_9_load_3.jpg
999,0.16,0.15,14,45,7,42.57,3.50222,Snaking_E1_3_E2_4_Fric_9_load_4.jpg
1000,0.18,0.07,6,0.01,5,8.89,0.358352,Snaking_E1_4_E2_0_Fric_0_load_0.jpg
1001,0.18,0.07,8,0.01,8,26.45,1.75736,Snaking_E1_4_E2_0_Fric_0_load_1.jpg
1002,0.18,0.07,10,0.01,6,34.83,2.48928,Snaking_E1_4_E2_0_Fric_0_load_2.jpg
1003,0.18,0.07,12,0.01,7,41.97,4.6059,Snaking_E1_4_E2_0_Fric_0_load_3.jpg
1004,0.18,0.07,14,0.01,9,39.98,4.74145,Snaking_E1_4_E2_0_Fric_0_load_4.jpg
1005,0.18,0.07,6,5,4,6.44,0.31681,Snaking_E1_4_E2_0_Fric_1_load_0.jpg
1006,0.18,0.07,8,5,7,21.98,2.03823,Snaking_E1_4_E2_0_Fric_1_load_1.jpg
1007,0.18,0.07,10,5,7,37.28,2.35707,Snaking_E1_4_E2_0_Fric_1_load_2.jpg
1008,0.18,0.07,12,5,10,38.44,3.90591,Snaking_E1_4_E2_0_Fric_1_load_3.jpg
1009,0.18,0.07,14,5,6,41.44,3.63483,Snaking_E1_4_E2_0_Fric_1_load_4.jpg
1010,0.18,0.07,6,10,4,6.44,0.347813,Snaking_E1_4_E2_0_Fric_2_load_0.jpg
1011,0.18,0.07,8,10,6,23.01,1.77663,Snaking_E1_4_E2_0_Fric_2_load_1.jpg
1012,0.18,0.07,10,10,6,35.85,2.66842,Snaking_E1_4_E2_0_Fric_2_load_2.jpg
1013,0.18,0.07,12,10,10,39.46,2.69192,Snaking_E1_4_E2_0_Fric_2_load_3.jpg
1014,0.18,0.07,14,10,9,44.09,3.41859,Snaking_E1_4_E2_0_Fric_2_load_4.jpg
1015,0.18,0.07,6,15,4,6.43,0.366462,Snaking_E1_4_E2_0_Fric_3_load_0.jpg
1016,0.18,0.07,8,15,9,27.45,2.0608,Snaking_E1_4_E2_0_Fric_3_load_1.jpg
1017,0.18,0.07,10,15,6,20.96,2.29996,Snaking_E1_4_E2_0_Fric_3_load_2.jpg
1018,0.18,0.07,12,15,6,38.07,2.65115,Snaking_E1_4_E2_0_Fric_3_load_3.jpg
1019,0.18,0.07,14,15,9,44.96,3.07443,Snaking_E1_4_E2_0_Fric_3_load_4.jpg
1020,0.18,0.07,6,20,5,8.89,0.357268,Snaking_E1_4_E2_0_Fric_4_load_0.jpg
1021,0.18,0.07,8,20,7,17.99,1.68497,Snaking_E1_4_E2_0_Fric_4_load_1.jpg
1022,0.18,0.07,10,20,6,34.85,2.72832,Snaking_E1_4_E2_0_Fric_4_load_2.jpg
1023,0.18,0.07,12,20,9,39.29,2.89745,Snaking_E1_4_E2_0_Fric_4_load_3.jpg
1024,0.18,0.07,14,20,6,46.8,5.99935,Snaking_E1_4_E2_0_Fric_4_load_4.jpg
1025,0.18,0.07,6,25,5,9.35,0.394622,Snaking_E1_4_E2_0_Fric_5_load_0.jpg
1026,0.18,0.07,8,25,7,23.04,1.94731,Snaking_E1_4_E2_0_Fric_5_load_1.jpg
1027,0.18,0.07,10,25,6,35.77,2.42324,Snaking_E1_4_E2_0_Fric_5_load_2.jpg
1028,0.18,0.07,12,25,10,35.78,3.63831,Snaking_E1_4_E2_0_Fric_5_load_3.jpg
1029,0.18,0.07,14,25,8,41.48,3.72939,Snaking_E1_4_E2_0_Fric_5_load_4.jpg
1030,0.18,0.07,6,30,4,6.43,0.334061,Snaking_E1_4_E2_0_Fric_6_load_0.jpg
1031,0.18,0.07,8,30,8,28.5,2.20137,Snaking_E1_4_E2_0_Fric_6_load_1.jpg
1032,0.18,0.07,10,30,9,33.25,2.05067,Snaking_E1_4_E2_0_Fric_6_load_2.jpg
1033,0.18,0.07,12,30,10,38.08,2.98866,Snaking_E1_4_E2_0_Fric_6_load_3.jpg
1034,0.18,0.07,14,30,7,46.85,2.43132,Snaking_E1_4_E2_0_Fric_6_load_4.jpg
1035,0.18,0.07,6,35,5,8.91,0.384064,Snaking_E1_4_E2_0_Fric_7_load_0.jpg
1036,0.18,0.07,8,35,9,26.36,0.938426,Snaking_E1_4_E2_0_Fric_7_load_1.jpg
1037,0.18,0.07,10,35,9,36.8,1.97863,Snaking_E1_4_E2_0_Fric_7_load_2.jpg
1038,0.18,0.07,12,35,4,19.58,2.6105,Snaking_E1_4_E2_0_Fric_7_load_3.jpg
1039,0.18,0.07,14,35,7,44.15,3.32731,Snaking_E1_4_E2_0_Fric_7_load_4.jpg
1040,0.18,0.07,6,40,5,9.35,0.426066,Snaking_E1_4_E2_0_Fric_8_load_0.jpg
1041,0.18,0.07,8,40,8,27.45,2.17597,Snaking_E1_4_E2_0_Fric_8_load_1.jpg
