SI,e1,e2,load,fc,count,len,amp,image
1042,0.18,0.07,10,40,9,36.84,2.12265,Snaking_E1_4_E2_0_Fric_8_load_2.jpg
1043,0.18,0.07,12,40,6,39.14,2.60102,Snaking_E1_4_E2_0_Fric_8_load_3.jpg
1044,0.18,0.07,14,40,9,42.54,2.37373,Snaking_E1_4_E2_0_Fric_8_load_4.jpg
1045,0.18,0.07,6,45,4,6.45,0.363021,Snaking_E1_4_E2_0_Fric_9_load_0.jpg
1046,0.18,0.07,8,45,7,20.93,1.58671,Snaking_E1_4_E2_0_Fric_9_load_1.jpg
1047,0.18,0.07,10,45,9,35.26,2.46245,Snaking_E1_4_E2_0_Fric_9_load_2.jpg
1048,0.18,0.07,12,45,7,41.6,2.85688,Snaking_E1_4_E2_0_Fric_9_load_3.jpg
1049,0.18,0.07,14,45,9,44.81,5.32985,Snaking_E1_4_E2_0_Fric_9_load_4.jpg
1050,0.18,0.08,6,0.01,2,1.97,0.246217,Snaking_E1_4_E2_1_Fric_0_load_0.jpg
1051,0.18,0.08,8,0.01,10,25.84,1.11146,Snaking_E1_4_E2_1_Fric_0_load_1.jpg
1052,0.18,0.08,10,0.01,6,35.16,2.50713,Snaking_E1_4_E2_1_Fric_0_load_2.jpg
1053,0.18,0.08,12,0.01,10,40.92,3.81947,Snaking_E1_4_E2_1_Fric_0_load_3.jpg
1054,0.18,0.08,14,0.01,9,41.57,3.00905,Snaking_E1_4_E2_1_Fric_0_load_4.jpg
1055,0.18,0.08,6,5,4,6.93,0.384302,Snaking_E1_4_E2_1_Fric_1_load_0.jpg
1056,0.18,0.08,8,5,8,26.91,1.84349,Snaking_E1_4_E2_1_Fric_1_load_1.jpg
1057,0.18,0.08,10,5,9,31.33,1.93047,Snaking_E1_4_E2_1_Fric_1_load_2.jpg
1058,0.18,0.08,12,5,7,41.09,2.99397,Snaking_E1_4_E2_1_Fric_1_load_3.jpg
1059,0.18,0.08,14,5,5,23.52,3.27542,Snaking_E1_4_E2_1_Fric_1_load_4.jpg
1060,0.18,0.08,6,10,2,1.97,0.266919,Snaking_E1_4_E2_1_Fric_2_load_0.jpg
1061,0.18,0.08,8,10,6,17.97,1.27915,Snaking_E1_4_E2_1_Fric_2_load_1.jpg
1062,0.18,0.08,10,10,5,19.96,2.0549,Snaking_E1_4_E2_1_Fric_2_load_2.jpg
1063,0.18,0.08,12,10,7,43.57,2.33702,Snaking_E1_4_E2_1_Fric_2_load_3.jpg
1064,0.18,0.08,14,10,6,44.06,3.68634,Snaking_E1_4_E2_1_Fric_2_load_4.jpg
1065,0.18,0.08,6,15,4,6.41,0.364332,Snaking_E1_4_E2_1_Fric_3_load_0.jpg
1066,0.18,0.08,8,15,8,26.9,1.77792,Snaking_E1_4_E2_1_Fric_3_load_1.jpg
1067,0.18,0.08,10,15,6,35.86,2.63184,Snaking_E1_4_E2_1_Fric_3_load_2.jpg
1068,0.18,0.08,12,15,8,38,3.05387,Snaking_E1_4_E2_1_Fric_3_load_3.jpg
1069,0.18,0.08,14,15,13,48.14,3.29538,Snaking_E1_4_E2_1_Fric_3_load_4.jpg
1070,0.18,0.08,6,20,2,1.96,0.239892,Snaking_E1_4_E2_1_Fric_4_load_0.jpg
1071,0.18,0.08,8,20,8,23.97,2.03797,Snaking_E1_4_E2_1_Fric_4_load_1.jpg
1072,0.18,0.08,10,20,6,34.34,2.68238,Snaking_E1_4_E2_1_Fric_4_load_2.jpg
1073,0.18,0.08,12,20,6,42,2.64462,Snaking_E1_4_E2_1_Fric_4_load_3.jpg
1074,0.18,0.08,14,20,11,46.02,3.15116,Snaking_E1_4_E2_1_Fric_4_load_4.jpg
1075,0.18,0.08,6,25,5,9.38,0.3898,Snaking_E1_4_E2_1_Fric_5_load_0.jpg
1076,0.18,0.08,8,25,8,22.41,1.59616,Snaking_E1_4_E2_1_Fric_5_load_1.jpg
1077,0.18,0.08,10,25,5,32.27,2.60829,Snaking_E1_4_E2_1_Fric_5_load_2.jpg
1078,0.18,0.08,12,25,6,27.05,2.3855,Snaking_E1_4_E2_1_Fric_5_load_3.jpg
1079,0.18,0.08,14,25,6,40.04,3.49145,Snaking_E1_4_E2_1_Fric_5_load_4.jpg
1080,0.18,0.08,6,30,4,6.94,0.356001,Snaking_E1_4_E2_1_Fric_6_load_0.jpg
1081,0.18,0.08,8,30,7,18.99,2.08979,Snaking_E1_4_E2_1_Fric_6_load_1.jpg
1082,0.18,0.08,10,30,10,35.24,2.9184,Snaking_E1_4_E2_1_Fric_6_load_2.jpg
1083,0.18,0.08,12,30,11,42,2.7816,Snaking_E1_4_E2_1_Fric_6_load_3.jpg
1084,0.18,0.08,14,30,4,21.53,3.37246,Snaking_E1_4_E2_1_Fric_6_load_4.jpg
1085,0.18,0.08,6,35,4,6.43,0.321203,Snaking_E1_4_E2_1_Fric_7_load_0.jpg
1086,0.18,0.08,8,35,9,25.44,1.67956,Snaking_E1_4_E2_1_Fric_7_load_1.jpg
1087,0.18,0.08,10,35,10,34.75,2.69956,Snaking_E1_4_E2_1_Fric_7_load_2.jpg
1088,0.18,0.08,12,35,6,26.57,3.25987,Snaking_E1_4_E2_1_Fric_7_load_3.jpg
1089,0.18,0.08,14,35,8,44.03,5.36295,Snaking_E1_4_E2_1_Fric_7_load_4.jpg
1090,0.18,0.08,6,40,4,6.44,0.387148,Snaking_E1_4_E2_1_Fric_8_load_0.jpg
1091,0.18,0.08,8,40,8,26.91,1.81927,Snaking_E1_4_E2_1_Fric_8_load_1.jpg
1092,0.18,0.08,10,40,6,30.76,2.76711,Snaking_E1_4_E2_1_Fric_8_load_2.jpg
1093,0.18,0.08,12,40,8,38.36,4.07728,Snaking_E1_4_E2_1_Fric_8_load_3.jpg
1094,0.18,0.08,14,40,9,41.44,5.48296,Snaking_E1_4_E2_1_Fric_8_load_4.jpg
1095,0.18,0.08,6,45,4,6.94,0.360235,Snaking_E1_4_E2_1_Fric_9_load_0.jpg
1096,0.18,0.08,8,45,9,26.84,1.06312,Snaking_E1_4_E2_1_Fric_9_load_1.jpg
1097,0.18,0.08,10,45,7,35.77,2.11037,Snaking_E1_4_E2_1_Fric_9_load_2.jpg
1098,0.18,0.08,12,45,6,37.54,2.75763,Snaking_E1_4_E2_1_Fric_9_load_3.jpg
1099,0.18,0.08,14,45,11,43.42,3.15784,Snaking_E1_4_E2_1_Fric_9_load_4.jpg
1100,0.18,0.09,6,0.01,3,4.45,0.285631,Snaking_E1_4_E2_2_Fric_0_load_0.jpg
1101,0.18,0.09,8,0.01,9,25.42,1.2798,Snaking_E1_4_E2_2_Fric_0_load_1.jpg
1102,0.18,0.09,10,0.01,9,33.08,1.63273,Snaking_E1_4_E2_2_Fric_0_load_2.jpg
1103,0.18,0.09,12,0.01,8,37.19,2.52563,Snaking_E1_4_E2_2_Fric_0_load_3.jpg
1104,0.18,0.09,14,0.01,7,33.73,2.91953,Snaking_E1_4_E2_2_Fric_0_load_4.jpg
1105,0.18,0.09,6,5,2,1.96,0.238832,Snaking_E1_4_E2_2_Fric_1_load_0.jpg
1106,0.18,0.09,8,5,6,15.95,1.65804,Snaking_E1_4_E2_2_Fric_1_load_1.jpg
1107,0.18,0.09,10,5,10,35.25,2.53242,Snaking_E1_4_E2_2_Fric_1_load_2.jpg
1108,0.18,0.09,12,5,5,37.47,2.667,Snaking_E1_4_E2_2_Fric_1_load_3.jpg
1109,0.18,0.09,14,5,8,40.18,2.8546,Snaking_E1_4_E2_2_Fric_1_load_4.jpg
1110,0.18,0.09,6,10,0,0,0,Snaking_E1_4_E2_2_Fric_2_load_0.jpg
1111,0.18,0.09,8,10,8,21.37,1.32108,Snaking_E1_4_E2_2_Fric_2_load_1.jpg
1112,0.18,0.09,10,10,9,36.33,1.94438,Snaking_E1_4_E2_2_Fric_2_load_2.jpg
1113,0.18,0.09,12,10,6,37.94,3.6491,Snaking_E1_4_E2_2_Fric_2_load_3.jpg
1114,0.18,0.09,14,10,6,38.79,3.66281,Snaking_E1_4_E2_2_Fric_2_load_4.jpg
1115,0.18,0.09,6,15,4,6.44,0.350751,Snaking_E1_4_E2_2_Fric_3_load_0.jpg
1116,0.18,0.09,8,15,7,23.79,1.29294,Snaking_E1_4_E2_2_Fric_3_load_1.jpg
1117,0.18,0.09,10,15,8,33.31,2.74895,Snaking_E1_4_E2_2_Fric_3_load_2.jpg
1118,0.18,0.09,12,15,4,17.96,2.5492,Snaking_E1_4_E2_2_Fric_3_load_3.jpg
1119,0.18,0.09,14,15,8,46.69,3.90168,Snaking_E1_4_E2_2_Fric_3_load_4.jpg
1120,0.18,0.09,6,20,4,6.43,0.302751,Snaking_E1_4_E2_2_Fric_4_load_0.jpg
1121,0.18,0.09,8,20,9,26.89,1.07875,Snaking_E1_4_E2_2_Fric_4_load_1.jpg
1122,0.18,0.09,10,20,9,32.63,1.67892,Snaking_E1_4_E2_2_Fric_4_load_2.jpg
1123,0.18,0.09,12,20,8,38.39,3.42967,Snaking_E1_4_E2_2_Fric_4_load_3.jpg
1124,0.18,0.09,14,20,6,48.69,2.816,Snaking_E1_4_E2_2_Fric_4_load_4.jpg
1125,0.18,0.09,6,25,0,0,0,Snaking_E1_4_E2_2_Fric_5_load_0.jpg
1126,0.18,0.09,8,25,7,18.94,1.75208,Snaking_E1_4_E2_2_Fric_5_load_1.jpg
1127,0.18,0.09,10,25,10,35.77,2.33227,Snaking_E1_4_E2_2_Fric_5_load_2.jpg
1128,0.18,0.09,12,25,9,36.76,2.70439,Snaking_E1_4_E2_2_Fric_5_load_3.jpg
1129,0.18,0.09,14,25,4,23.07,3.76942,Snaking_E1_4_E2_2_Fric_5_load_4.jpg
1130,0.18,0.09,6,30,2,1.97,0.263351,Snaking_E1_4_E2_2_Fric_6_load_0.jpg
1131,0.18,0.09,8,30,6,16.45,1.58944,Snaking_E1_4_E2_2_Fric_6_load_1.jpg
1132,0.18,0.09,10,30,10,32.09,1.62347,Snaking_E1_4_E2_2_Fric_6_load_2.jpg
1133,0.18,0.09,12,30,4,17.49,2.36701,Snaking_E1_4_E2_2_Fric_6_load_3.jpg
1134,0.18,0.09,14,30,8,34.5,6.15168,Snaking_E1_4_E2_2_Fric_6_load_4.jpg
1135,0.18,0.09,6,35,2,2.46,0.256178,Snaking_E1_4_E2_2_Fric_7_load_0.jpg
1136,0.18,0.09,8,35,9,26.46,1.8089,Snaking_E1_4_E2_2_Fric_7_load_1.jpg
1137,0.18,0.09,10,35,9,32.79,3.26593,Snaking_E1_4_E2_2_Fric_7_load_2.jpg
1138,0.18,0.09,12,35,8,41.74,2.81671,Snaking_E1_4_E2_2_Fric_7_load_3.jpg
1139,0.18,0.09,14,35,9,44.04,2.68532,Snaking_E1_4_E2_2_Fric_7_load_4.jpg
1140,0.18,0.09,6,40,1,0,0.220724,Snaking_E1_4_E2_2_Fric_8_load_0.jpg
1141,0.18,0.09,8,40,8,23.39,1.59511,Snaking_E1_4_E2_2_Fric_8_load_1.jpg
1142,0.18,0.09,10,40,10,34.64,2.67395,Snaking_E1_4_E2_2_Fric_8_load_2.jpg
1143,0.18,0.09,12,40,6,38.08,3.08529,Snaking_E1_4_E2_2_Fric_8_load_3.jpg
1144,0.18,0.09,14,40,8,45.18,3.30888,Snaking_E1_4_E2_2_Fric_8_load_4.jpg
1145,0.18,0.09,6,45,4,6.95,0.380329,Snaking_E1_4_E2_2_Fric_9_load_0.jpg
1146,0.18,0.09,8,45,6,15.94,1.61798,Snaking_E1_4_E2_2_Fric_9_load_1.jpg
1147,0.18,0.09,10,45,9,34.83,2.37441,Snaking_E1_4_E2_2_Fric_9_load_2.jpg
1148,0.18,0.09,12,45,9,38.9,2.49933,Snaking_E1_4_E2_2_Fric_9_load_3.jpg
1149,0.18,0.09,14,45,10,42.96,2.91501,Snaking_E1_4_E2_2_Fric_9_load_4.jpg
1150,0.18,0.1,6,0.01,2,1.96,0.251652,Snaking_E1_4_E2_3_Fric_0_load_0.jpg
1151,0.18,0.1,8,0.01,10,26.33,0.863436,Snaking_E1_4_E2_3_Fric_0_load_1.jpg
1152,0.18,0.1,10,0.01,7,31.25,2.65912,Snaking_E1_4_E2_3_Fric_0_load_2.jpg
1153,0.18,0.1,12,0.01,7,29.64,2.99724,Snaking_E1_4_E2_3_Fric_0_load_3.jpg
1154,0.18,0.1,14,0.01,4,20.54,2.89628,Snaking_E1_4_E2_3_Fric_0_load_4.jpg
1155,0.18,0.1,6,5,0,0,0,Snaking_E1_4_E2_3_Fric_1_load_0.jpg
1156,0.18,0.1,8,5,7,22.83,1.34562,Snaking_E1_4_E2_3_Fric_1_load_1.jpg
1157,0.18,0.1,10,5,10,34.21,2.14467,Snaking_E1_4_E2_3_Fric_1_load_2.jpg
1158,0.18,0.1,12,5,7,26.12,2.66693,Snaking_E1_4_E2_3_Fric_1_load_3.jpg
1159,0.18,0.1,14,5,4,20.51,2.89281,Snaking_E1_4_E2_3_Fric_1_load_4.jpg
1160,0.18,0.1,6,10,0,0,0,Snaking_E1_4_E2_3_Fric_2_load_0.jpg
1161,0.18,0.1,8,10,7,18.39,0.85593,Snaking_E1_4_E2_3_Fric_2_load_1.jpg
1162,0.18,0.1,10,10,10,31.99,1.37909,Snaking_E1_4_E2_3_Fric_2_load_2.jpg
1163,0.18,0.1,12,10,7,33.71,3.21212,Snaking_E1_4_E2_3_Fric_2_load_3.jpg
1164,0.18,0.1,14,10,7,41.95,3.37358,Snaking_E1_4_E2_3_Fric_2_load_4.jpg
1165,0.18,0.1,6,15,3,3.94,0.29085,Snaking_E1_4_E2_3_Fric_3_load_0.jpg
1166,0.18,0.1,8,15,8,23.36,1.06659,Snaking_E1_4_E2_3_Fric_3_load_1.jpg
1167,0.18,0.1,10,15,10,32.04,1.78096,Snaking_E1_4_E2_3_Fric_3_load_2.jpg
1168,0.18,0.1,12,15,11,36.27,2.08257,Snaking_E1_4_E2_3_Fric_3_load_3.jpg
1169,0.18,0.1,14,15,8,44.56,2.39292,Snaking_E1_4_E2_3_Fric_3_load_4.jpg
1170,0.18,0.1,6,20,0,0,0,Snaking_E1_4_E2_3_Fric_4_load_0.jpg
1171,0.18,0.1,8,20,9,24.39,1.21187,Snaking_E1_4_E2_3_Fric_4_load_1.jpg
1172,0.18,0.1,10,20,6,32.27,2.65687,Snaking_E1_4_E2_3_Fric_4_load_2.jpg
1173,0.18,0.1,12,20,8,42.97,4.4476,Snaking_E1_4_E2_3_Fric_4_load_3.jpg
1174,0.18,0.1,14,20,4,27.17,2.79956,Snaking_E1_4_E2_3_Fric_4_load_4.jpg
1175,0.18,0.1,6,25,2,1.97,0.265661,Snaking_E1_4_E2_3_Fric_5_load_0.jpg
1176,0.18,0.1,8,25,8,24.01,1.90069,Snaking_E1_4_E2_3_Fric_5_load_1.jpg
1177,0.18,0.1,10,25,9,31.49,1.98493,Snaking_E1_4_E2_3_Fric_5_load_2.jpg
1178,0.18,0.1,12,25,7,36.23,3.69564,Snaking_E1_4_E2_3_Fric_5_load_3.jpg
1179,0.18,0.1,14,25,8,43.46,2.63574,Snaking_E1_4_E2_3_Fric_5_load_4.jpg
1180,0.18,0.1,6,30,2,1.96,0.233714,Snaking_E1_4_E2_3_Fric_6_load_0.jpg
1181,0.18,0.1,8,30,8,23.47,1.951,Snaking_E1_4_E2_3_Fric_6_load_1.jpg
1182,0.18,0.1,10,30,7,33.75,1.82595,Snaking_E1_4_E2_3_Fric_6_load_2.jpg
1183,0.18,0.1,12,30,8,38.44,2.82627,Snaking_E1_4_E2_3_Fric_6_load_3.jpg
1184,0.18,0.1,14,30,8,36.25,2.79213,Snaking_E1_4_E2_3_Fric_6_load_4.jpg
1185,0.18,0.1,6,35,1,0,0.244622,Snaking_E1_4_E2_3_Fric_7_load_0.jpg
1186,0.18,0.1,8,35,8,21.91,1.50338,Snaking_E1_4_E2_3_Fric_7_load_1.jpg
1187,0.18,0.1,10,35,6,34.19,1.81195,Snaking_E1_4_E2_3_Fric_7_load_2.jpg
1188,0.18,0.1,12,35,4,17.51,2.37151,Snaking_E1_4_E2_3_Fric_7_load_3.jpg
1189,0.18,0.1,14,35,11,45.53,3.04795,Snaking_E1_4_E2_3_Fric_7_load_4.jpg
1190,0.18,0.1,6,40,2,2.45,0.257156,Snaking_E1_4_E2_3_Fric_8_load_0.jpg
1191,0.18,0.1,8,40,7,22.87,1.26785,Snaking_E1_4_E2_3_Fric_8_load_1.jpg
1192,0.18,0.1,10,40,7,30.76,2.40561,Snaking_E1_4_E2_3_Fric_8_load_2.jpg
1193,0.18,0.1,12,40,10,38.72,1.97202,Snaking_E1_4_E2_3_Fric_8_load_3.jpg
1194,0.18,0.1,14,40,9,41.99,2.83247,Snaking_E1_4_E2_3_Fric_8_load_4.jpg
1195,0.18,0.1,6,45,0,0,0,Snaking_E1_4_E2_3_Fric_9_load_0.jpg
1196,0.18,0.1,8,45,9,25.91,1.57512,Snaking_E1_4_E2_3_Fric_9_load_1.jpg
1197,0.18,0.1,10,45,7,35.32,2.52875,Snaking_E1_4_E2_3_Fric_9_load_2.jpg
1198,0.18,0.1,12,45,10,39.98,2.06082,Snaking_E1_4_E2_3_Fric_9_load_3.jpg
1199,0.18,0.1,14,45,6,46.18,4.68579,Snaking_E1_4_E2_3_Fric_9_load_4.jpg
1200,0.18,0.15,6,0.01,0,0,0,Snaking_E1_4_E2_4_Fric_0_load_0.jpg
1201,0.18,0.15,8,0.01,6,15.93,1.34581,Snaking_E1_4_E2_4_Fric_0_load_1.jpg
1202,0.18,0.15,10,0.01,7,32.16,2.11686,Snaking_E1_4_E2_4_Fric_0_load_2.jpg
1203,0.18,0.15,12,0.01,5,39.38,3.07141,Snaking_E1_4_E2_4_Fric_0_load_3.jpg
1204,0.18,0.15,14,0.01,7,43.98,3.46273,Snaking_E1_4_E2_4_Fric_0_load_4.jpg
1205,0.18,0.15,6,5,0,0,0,Snaking_E1_4_E2_4_Fric_1_load_0.jpg
1206,0.18,0.15,8,5,5,11.93,0.930072,Snaking_E1_4_E2_4_Fric_1_load_1.jpg
1207,0.18,0.15,10,5,10,34.05,2.25007,Snaking_E1_4_E2_4_Fric_1_load_2.jpg
1208,0.18,0.15,12,5,8,40.2,3.38433,Snaking_E1_4_E2_4_Fric_1_load_3.jpg
1209,0.18,0.15,14,5,6,42.46,3.03984,Snaking_E1_4_E2_4_Fric_1_load_4.jpg
1210,0.18,0.15,6,10,0,0,0,Snaking_E1_4_E2_4_Fric_2_load_0.jpg
1211,0.18,0.15,8,10,6,14.36,0.652071,Snaking_E1_4_E2_4_Fric_2_load_1.jpg
1212,0.18,0.15,10,10,9,32.9,1.57481,Snaking_E1_4_E2_4_Fric_2_load_2.jpg
1213,0.18,0.15,12,10,7,33.12,2.58226,Snaking_E1_4_E2_4_Fric_2_load_3.jpg
1214,0.18,0.15,14,10,5,26.08,3.17865,Snaking_E1_4_E2_4_Fric_2_load_4.jpg
1215,0.18,0.15,6,15,0,0,0,Snaking_E1_4_E2_4_Fric_3_load_0.jpg
1216,0.18,0.15,8,15,6,15.9,1.25877,Snaking_E1_4_E2_4_Fric_3_load_1.jpg
1217,0.18,0.15,10,15,7,32.15,2.40334,Snaking_E1_4_E2_4_Fric_3_load_2.jpg
1218,0.18,0.15,12,15,7,40.71,2.34599,Snaking_E1_4_E2_4_Fric_3_load_3.jpg
1219,0.18,0.15,14,15,5,26.63,3.24535,Snaking_E1_4_E2_4_Fric_3_load_4.jpg
1220,0.18,0.15,6,20,0,0,0,Snaking_E1_4_E2_4_Fric_4_load_0.jpg
1221,0.18,0.15,8,20,5,12.9,0.928146,Snaking_E1_4_E2_4_Fric_4_load_1.jpg
1222,0.18,0.15,10,20,9,31.42,1.98501,Snaking_E1_4_E2_4_Fric_4_load_2.jpg
1223,0.18,0.15,12,20,8,39.77,3.31292,Snaking_E1_4_E2_4_Fric_4_load_3.jpg
1224,0.18,0.15,14,20,8,40.72,3.54532,Snaking_E1_4_E2_4_Fric_4_load_4.jpg
1225,0.18,0.15,6,25,0,0,0,Snaking_E1_4_E2_4_Fric_5_load_0.jpg
1226,0.18,0.15,8,25,6,14.4,0.831699,Snaking_E1_4_E2_4_Fric_5_load_1.jpg
1227,0.18,0.15,10,25,6,28.61,2.4491,Snaking_E1_4_E2_4_Fric_5_load_2.jpg
1228,0.18,0.15,12,25,8,40.21,2.21936,Snaking_E1_4_E2_4_Fric_5_load_3.jpg
1229,0.18,0.15,14,25,4,17.99,2.94404,Snaking_E1_4_E2_4_Fric_5_load_4.jpg
1230,0.18,0.15,6,30,0,0,0,Snaking_E1_4_E2_4_Fric_6_load_0.jpg
1231,0.18,0.15,8,30,6,13.87,0.69991,Snaking_E1_4_E2_4_Fric_6_load_1.jpg
1232,0.18,0.15,10,30,9,34.1,2.3849,Snaking_E1_4_E2_4_Fric_6_load_2.jpg
1233,0.18,0.15,12,30,9,41.37,2.43035,Snaking_E1_4_E2_4_Fric_6_load_3.jpg
1234,0.18,0.15,14,30,9,35.24,2.76906,Snaking_E1_4_E2_4_Fric_6_load_4.jpg
1235,0.18,0.15,6,35,0,0,0,Snaking_E1_4_E2_4_Fric_7_load_0.jpg
1236,0.18,0.15,8,35,6,15.37,0.853,Snaking_E1_4_E2_4_Fric_7_load_1.jpg
1237,0.18,0.15,10,35,6,24.09,2.32971,Snaking_E1_4_E2_4_Fric_7_load_2.jpg
1238,0.18,0.15,12,35,8,40.25,2.79638,Snaking_E1_4_E2_4_Fric_7_load_3.jpg
1239,0.18,0.15,14,35,7,45.53,4.83494,Snaking_E1_4_E2_4_Fric_7_load_4.jpg
1240,0.18,0.15,6,40,0,0,0,Snaking_E1_4_E2_4_Fric_8_load_0.jpg
1241,0.18,0.15,8,40,6,14.38,0.686831,Snaking_E1_4_E2_4_Fric_8_load_1.jpg
1242,0.18,0.15,10,40,9,31.6,2.19352,Snaking_E1_4_E2_4_Fric_8_load_2.jpg
1243,0.18,0.15,12,40,9,40.09,2.47054,Snaking_E1_4_E2_4_Fric_8_load_3.jpg
1244,0.18,0.15,14,40,8,41.39,3.68195,Snaking_E1_4_E2_4_Fric_8_load_4.jpg
1245,0.18,0.15,6,45,0,0,0,Snaking_E1_4_E2_4_Fric_9_load_0.jpg
1246,0.18,0.15,8,45,6,14.88,0.698715,Snaking_E1_4_E2_4_Fric_9_load_1.jpg
1247,0.18,0.15,10,45,9,33.61,2.4972,Snaking_E1_4_E2_4_Fric_9_load_2.jpg
1248,0.18,0.15,12,45,7,32.1,3.11496,Snaking_E1_4_E2_4_Fric_9_load_3.jpg
1249,0.18,0.15,14,45,10,43.37,2.63529,Snaking_E1_4_E2_4_Fric_9_load_4.jpg
